chromo,strand,start,end,count,alt3,alt5,alt3+5,skip,constitLevel,inclLevel,3usageLevel,5usageLevel,genename
chr12,-,43492499,43492629,2,0,1,0,0,0.667,1.000,1.000,0.667,ADAMTS20
chr12,-,43550906,43551270,2,0,1,0,0,0.667,1.000,1.000,0.667,ADAMTS20
chr12,+,43772911,43773072,32,0,4,0,0,0.889,1.000,1.000,0.889,IRAK4
chr12,-,43800434,43800530,171,0,1,0,0,0.994,1.000,1.000,0.994,TWF1
chr12,-,44774746,44774849,54,0,1,0,0,0.982,1.000,1.000,0.982,NELL2
chr12,-,46229152,46229268,76,0,2,0,0,0.974,1.000,1.000,0.974,SLC38A1
chr12,-,46364643,46364702,55,0,1,0,0,0.982,1.000,1.000,0.982,SLC38A2
chr12,-,47738021,47738093,23,0,1,0,0,0.958,1.000,1.000,0.958,RAPGEF3
chr12,-,47749929,47749990,22,0,1,0,0,0.957,1.000,1.000,0.957,RAPGEF3
chr12,+,47779027,47779195,162,0,1,0,0,0.994,1.000,1.000,0.994,SLC48A1
chr12,-,47785751,47785885,54,0,2,0,0,0.964,1.000,1.000,0.964,HDAC7
chr12,-,47789260,47789348,49,0,2,0,0,0.961,1.000,1.000,0.961,HDAC7
chr12,-,47878967,47879115,46,0,2,0,0,0.958,1.000,1.000,0.958,VDR
chr12,-,47982106,47982160,11,0,1,0,0,0.917,1.000,1.000,0.917,COL2A1
chr12,-,48347251,48347343,25,0,4,0,0,0.862,1.000,1.000,0.862,ZNF641
chr12,-,48660365,48660619,21,0,3,0,0,0.875,1.000,1.000,0.875,KANSL2
chr12,-,48681381,48681641,65,0,3,0,0,0.956,1.000,1.000,0.956,KANSL2
chr12,-,48836120,48836266,42,0,1,0,0,0.977,1.000,1.000,0.977,DDX23
chr12,-,49002964,49003006,1,0,1,0,0,0.500,1.000,1.000,0.500,PRKAG1
chr12,-,49005119,49005165,265,0,1,0,0,0.996,1.000,1.000,0.996,PRKAG1
chr12,-,49044199,49044304,2,0,1,0,0,0.667,1.000,1.000,0.667,KMT2D
chr12,-,49101471,49101549,41,0,6,0,0,0.872,1.000,1.000,0.872,LMBR1L
chr12,-,49102886,49102951,53,0,1,0,0,0.981,1.000,1.000,0.981,LMBR1L
chr12,-,49128905,49128938,5,0,3,0,0,0.625,1.000,1.000,0.625,TUBA1B
chr12,+,49269464,49269687,1218,0,4,0,0,0.997,1.000,1.000,0.997,TUBA1C
chr12,-,49647275,49647368,14,0,1,0,0,0.933,1.000,1.000,0.933,FMNL3
chr12,+,49752972,49753081,2473,0,2,0,0,0.999,1.000,1.000,0.999,TMBIM6
chr12,+,50080497,50080589,13,0,2,0,0,0.867,1.000,1.000,0.867,ASIC1
chr12,-,50134545,50134702,19,0,1,0,0,0.950,1.000,1.000,0.950,CERS5
chr12,+,50473998,50474167,18,0,1,0,0,0.947,1.000,1.000,0.947,LARP4
chr12,+,50814009,50814192,29,0,1,0,0,0.967,1.000,1.000,0.967,ATF1
chr12,+,50929913,50930291,3,0,1,0,0,0.750,1.000,1.000,0.750,METTL7A
chr12,-,50988381,50988435,18,0,1,0,0,0.947,1.000,1.000,0.947,SLC11A2
chr12,-,51302685,51302780,81,0,1,0,0,0.988,1.000,1.000,0.988,BIN2
chr12,+,51452123,51452259,31,0,1,0,0,0.969,1.000,1.000,0.969,SLC4A8
chr12,+,51721545,51721908,5,0,2,0,0,0.714,1.000,1.000,0.714,SCN8A
chr12,+,51889371,51889512,6,0,2,0,0,0.750,1.000,1.000,0.750,ANKRD33
chr12,+,51980968,51981199,17,0,1,0,0,0.944,1.000,1.000,0.944,ACVR1B
chr12,+,52011038,52011141,11,0,2,0,0,0.846,1.000,1.000,0.846,GRASP
chr12,+,52041809,52041929,14,0,1,0,0,0.933,1.000,1.000,0.933,NR4A1
chr12,+,52073574,52073902,44,0,2,0,0,0.957,1.000,1.000,0.957,ATG101
chr12,+,52237508,52237569,313,0,1,0,0,0.997,1.000,1.000,0.997,KRT7
chr12,-,52363245,52363410,8,0,1,0,0,0.889,1.000,1.000,0.889,KRT85
chr12,-,52898460,52898519,573,0,15,0,0,0.974,1.000,1.000,0.974,KRT8
chr12,+,52950327,52950410,2036,0,2,0,0,0.999,1.000,1.000,0.999,KRT18
chr12,+,52951480,52951645,735,0,4,0,0,0.995,1.000,1.000,0.995,KRT18
chr12,+,53034611,53034709,182,0,14,0,0,0.929,1.000,1.000,0.929,EIF4B
chr12,+,53037408,53037622,118,0,1,0,0,0.992,1.000,1.000,0.992,EIF4B
chr12,+,53058713,53058827,18,0,2,0,0,0.900,1.000,1.000,0.900,TNS2
chr12,+,53062619,53062697,41,0,1,0,0,0.976,1.000,1.000,0.976,TNS2
chr12,+,53181676,53181992,13,0,1,0,0,0.929,1.000,1.000,0.929,ZNF740
chr12,+,53268754,53268847,11,0,1,0,0,0.917,1.000,1.000,0.917,ESPL1
chr12,+,53289403,53289594,10,0,1,0,0,0.909,1.000,1.000,0.909,ESPL1
chr12,-,53308724,53308815,49,0,1,0,0,0.980,1.000,1.000,0.980,AAAS
chr12,+,53381658,53381813,15,0,1,0,0,0.938,1.000,1.000,0.938,SP1
chr12,+,53425454,53425573,13,0,3,0,0,0.812,1.000,1.000,0.812,AMHR2
chr12,+,53467220,53467293,230,0,1,0,0,0.996,1.000,1.000,0.996,PCBP2
chr12,-,53484256,53484365,6,0,1,0,0,0.857,1.000,1.000,0.857,MAP3K12
chr12,-,53543329,53543448,32,0,7,0,0,0.821,1.000,1.000,0.821,"ATF7,RP11-793H13.10"
chr12,+,54281385,54281502,3928,0,2,0,0,0.999,1.000,1.000,0.999,HNRNPA1
chr12,+,54282089,54282300,3157,0,32,0,0,0.990,1.000,1.000,0.990,HNRNPA1
chr12,+,54282799,54282874,853,0,5,0,0,0.994,1.000,1.000,0.994,HNRNPA1
chr12,+,54347999,54348051,542,0,1,0,0,0.998,1.000,1.000,0.998,COPZ1
chr12,+,54350475,54350822,1,0,1,0,0,0.500,1.000,1.000,0.500,onlyEST
chr12,-,54609632,54609677,3,0,1,0,0,0.750,1.000,1.000,0.750,onlyEST
chr12,-,54963741,54963950,48,0,5,0,0,0.906,1.000,1.000,0.906,TESPA1
chr12,-,55725812,55725896,458,0,25,0,0,0.948,1.000,1.000,0.948,CD63
chr12,-,55800561,55800629,199,0,1,0,0,0.995,1.000,1.000,0.995,"RP11-762I7.5,SARNP"
chr12,-,55822000,55822187,8,0,2,0,0,0.800,1.000,1.000,0.800,RP11-762I7.5
chr12,-,55827251,55828714,6,0,1,0,0,0.857,1.000,1.000,0.857,DNAJC14
chr12,-,55838605,55838734,17,0,3,0,0,0.850,1.000,1.000,0.850,MMP19
chr12,+,56131243,56131316,58,0,1,0,0,0.983,1.000,1.000,0.983,ESYT1
chr12,+,56137498,56137675,60,0,1,0,0,0.984,1.000,1.000,0.984,ESYT1
chr12,+,56142834,56142933,45,0,1,0,0,0.978,1.000,1.000,0.978,ESYT1
chr12,+,56143579,56143629,65,0,1,0,0,0.985,1.000,1.000,0.985,ESYT1
chr12,+,56155418,56155592,83,0,2,0,0,0.976,1.000,1.000,0.976,MYL6B
chr12,-,56181703,56181835,49,0,1,0,0,0.980,1.000,1.000,0.980,SMARCC2
chr12,-,56187186,56187306,176,0,2,0,0,0.989,1.000,1.000,0.989,SMARCC2
chr12,+,56269058,56269251,50,0,1,0,0,0.980,1.000,1.000,0.980,COQ10A
chr12,-,56354465,56354614,15,0,1,0,0,0.938,1.000,1.000,0.938,STAT2
chr12,-,56356440,56356578,124,0,5,0,0,0.961,1.000,1.000,0.961,STAT2
chr12,-,56420812,56420881,56,0,2,0,0,0.966,1.000,1.000,0.966,TIMELESS
chr12,-,56425014,56425152,20,0,1,0,0,0.952,1.000,1.000,0.952,TIMELESS
chr12,+,56587553,56587664,14,0,2,0,0,0.875,1.000,1.000,0.875,RBMS2
chr12,-,56601179,56601402,16,0,2,0,0,0.889,1.000,1.000,0.889,BAZ2A
chr12,-,56713061,56713190,847,0,1,0,0,0.999,1.000,1.000,0.999,NACA
chr12,-,56746044,56746181,32,0,1,0,0,0.970,1.000,1.000,0.970,PRIM1
chr12,-,57041431,57041497,7,0,1,0,0,0.875,1.000,1.000,0.875,MYO1A
chr12,-,57070819,57070893,17,0,16,0,0,0.515,1.000,1.000,0.515,NEMP1
chr12,-,57098791,57099440,1,0,1,0,0,0.500,1.000,1.000,0.500,STAT6
chr12,+,57201779,57201905,29,0,1,0,0,0.967,1.000,1.000,0.967,LRP1
chr12,+,57211175,57211350,52,0,2,0,0,0.963,1.000,1.000,0.963,LRP1
chr12,+,57211486,57211588,58,0,1,0,0,0.983,1.000,1.000,0.983,LRP1
chr12,-,57236592,57236681,80,0,2,0,0,0.976,1.000,1.000,0.976,NDUFA4L2
chr12,-,57268302,57268457,16,0,1,0,0,0.941,1.000,1.000,0.941,"RP11-123K3.4,R3HDM2"
chr12,-,57475832,57475931,18,0,5,0,0,0.783,1.000,1.000,0.783,ARHGAP9
chr12,-,57476070,57476166,25,0,1,0,0,0.962,1.000,1.000,0.962,ARHGAP9
chr12,+,57490537,57490644,130,0,3,0,0,0.977,1.000,1.000,0.977,MARS
chr12,+,57529159,57529329,3,0,1,0,0,0.750,1.000,1.000,0.750,MBD6
chr12,-,57532014,57532106,93,0,1,0,0,0.989,1.000,1.000,0.989,DCTN2
chr12,-,57532732,57532810,155,0,2,0,0,0.987,1.000,1.000,0.987,DCTN2
chr12,-,57532983,57533022,188,0,2,0,0,0.989,1.000,1.000,0.989,DCTN2
chr12,+,57594024,57594122,146,0,2,0,0,0.986,1.000,1.000,0.986,PIP4K2C
chr12,-,57769302,57769404,37,0,1,0,0,0.974,1.000,1.000,0.974,METTL1
chr12,-,57769564,57769678,65,0,2,0,0,0.970,1.000,1.000,0.970,METTL1
chr12,-,57824226,57824319,64,0,1,0,0,0.985,1.000,1.000,0.985,CTDSP2
chr12,-,57827551,57827590,93,0,5,0,0,0.949,1.000,1.000,0.949,CTDSP2
chr12,-,57829447,57829596,91,0,2,0,0,0.978,1.000,1.000,0.978,CTDSP2
chr12,+,58805940,58805982,3,0,3,0,0,0.500,1.000,1.000,0.500,RP11-362K2.2
chr12,+,62321463,62321609,43,0,1,0,0,0.977,1.000,1.000,0.977,USP15
chr12,+,62535524,62535709,14,0,1,0,0,0.933,1.000,1.000,0.933,MON2
chr12,-,65056030,65056126,25,0,1,0,0,0.962,1.000,1.000,0.962,WIF1
chr12,+,67297747,67297853,45,0,1,0,0,0.978,1.000,1.000,0.978,CAND1
chr12,+,67304604,67304746,69,0,1,0,0,0.986,1.000,1.000,0.986,CAND1
chr12,+,69251128,69251338,226,0,6,0,0,0.974,1.000,1.000,0.974,CPSF6
chr12,+,69350107,69350272,577,0,2,0,0,0.997,1.000,1.000,0.997,LYZ
chr12,+,69587504,69587616,626,0,10,0,0,0.984,1.000,1.000,0.984,CCT2
chr12,+,69587929,69588006,635,0,1,0,0,0.998,1.000,1.000,0.998,CCT2
chr12,+,69597155,69597275,123,0,1,0,0,0.992,1.000,1.000,0.992,CCT2
chr12,+,69597637,69597766,105,0,1,0,0,0.991,1.000,1.000,0.991,CCT2
chr12,-,70242796,70242893,3,0,2,0,0,0.600,1.000,1.000,0.600,LINC01481
chr12,-,70534832,70534955,13,0,1,0,0,0.929,1.000,1.000,0.929,PTPRB
chr12,-,71139710,71139848,186,0,5,0,0,0.974,1.000,1.000,0.974,TSPAN8
chr12,+,71566840,71566912,15,0,1,0,0,0.938,1.000,1.000,0.938,LGR5
chr12,+,71782030,71782085,33,0,2,0,0,0.943,1.000,1.000,0.943,RAB21
chr12,-,74285859,74285946,10,0,1,0,0,0.909,1.000,1.000,0.909,RP11-81H3.2
chr12,-,75050389,75051317,11,0,2,0,0,0.846,1.000,1.000,0.846,KCNC2
chr12,-,75316311,75316434,8,0,4,0,0,0.667,1.000,1.000,0.667,CAPS2
chr12,-,76048392,76048464,76,0,26,0,0,0.745,1.000,1.000,0.745,NAP1L1
chr12,-,76050530,76050653,185,0,1,0,0,0.995,1.000,1.000,0.995,NAP1L1
chr12,+,76828389,76828490,11,0,1,0,0,0.917,1.000,1.000,0.917,ZDHHC17
chr12,-,79788647,79788783,23,0,1,0,0,0.958,1.000,1.000,0.958,PPP1R12A
chr12,-,81267907,81268087,12,0,1,0,0,0.923,1.000,1.000,0.923,PPFIA2
chr12,-,81347532,81347770,14,0,1,0,0,0.933,1.000,1.000,0.933,PPFIA2
chr12,-,81374633,81374768,15,0,1,0,0,0.938,1.000,1.000,0.938,PPFIA2
chr12,-,81375795,81375942,14,0,1,0,0,0.933,1.000,1.000,0.933,PPFIA2
chr12,+,85124069,85124278,1,0,1,0,0,0.500,1.000,1.000,0.500,LRRIQ1
chr12,+,88046806,88046976,19,0,1,0,0,0.950,1.000,1.000,0.950,C12orf29
chr12,-,88109065,88109181,10,0,1,0,0,0.909,1.000,1.000,0.909,CEP290
chr12,-,93411052,93411299,446,0,15,0,0,0.967,1.000,1.000,0.967,UBE2N
chr12,+,93487496,93487660,188,0,1,0,0,0.995,1.000,1.000,0.995,MRPL42
chr12,-,95002738,95002821,126,0,5,0,0,0.962,1.000,1.000,0.962,NDUFA12
chr12,-,95980797,95980863,12,0,1,0,0,0.923,1.000,1.000,0.923,HAL
chr12,-,96019167,96019240,114,0,1,0,0,0.991,1.000,1.000,0.991,LTA4H
chr12,+,98597855,98598035,1772,0,2,0,0,0.999,1.000,1.000,0.999,SLC25A3
chr12,+,98648625,98648815,17,0,5,0,0,0.773,1.000,1.000,0.773,APAF1
chr12,-,99244341,99244414,6,0,1,0,0,0.857,1.000,1.000,0.857,ANKS1B
chr12,-,100158678,100158873,4,0,3,0,0,0.571,1.000,1.000,0.571,onlyEST
chr12,+,100205675,100205744,172,0,19,0,0,0.901,1.000,1.000,0.901,ACTR6
chr12,+,100326621,100326754,27,0,1,0,0,0.964,1.000,1.000,0.964,SCYL2
chr12,+,101126878,101127074,8,0,1,0,0,0.889,1.000,1.000,0.889,ANO4
chr12,+,101632020,101632138,63,0,1,0,0,0.984,1.000,1.000,0.984,MYBPC1
chr12,+,101663425,101663560,52,0,2,0,0,0.963,1.000,1.000,0.963,MYBPC1
chr12,+,101678101,101678238,43,0,1,0,0,0.977,1.000,1.000,0.977,MYBPC1
chr12,-,102843645,102843779,39,0,1,0,0,0.975,1.000,1.000,0.975,PAH
chr12,-,102851686,102851756,36,0,2,0,0,0.947,1.000,1.000,0.947,PAH
chr12,+,103933955,103934287,115,0,1,0,0,0.991,1.000,1.000,0.991,HSP90B1
chr12,+,103942526,103942796,116,0,1,0,0,0.991,1.000,1.000,0.991,HSP90B1
chr12,-,104121239,104121321,58,0,1,0,0,0.983,1.000,1.000,0.983,NFYB
chr12,+,106971104,106971141,1,0,1,0,0,0.500,1.000,1.000,0.500,onlyEST
chr12,+,107688614,107688802,300,0,1,0,0,0.997,1.000,1.000,0.997,PWP1
chr12,-,107751414,107752209,8,0,1,0,0,0.889,1.000,1.000,0.889,PRDM4
chr12,-,108538933,108539089,27,0,1,0,0,0.964,1.000,1.000,0.964,SART3
chr12,-,108545138,108545323,32,0,1,0,0,0.970,1.000,1.000,0.970,SART3
chr12,-,108549087,108549214,316,0,1,0,0,0.997,1.000,1.000,0.997,SART3
chr12,+,108567189,108567268,187,0,1,0,0,0.995,1.000,1.000,0.995,ISCU
chr12,+,109103432,109103611,54,0,1,0,0,0.982,1.000,1.000,0.982,UNG
chr12,+,109171804,109171914,7,0,1,0,0,0.875,1.000,1.000,0.875,ACACB
chr12,+,109179087,109179297,11,0,1,0,0,0.917,1.000,1.000,0.917,ACACB
chr12,-,109285303,109285511,6,0,2,0,0,0.750,1.000,1.000,0.750,FOXN4
chr12,-,109793526,109793600,16,0,1,0,0,0.941,1.000,1.000,0.941,TRPV4
chr12,+,110332596,110332685,49,0,1,0,0,0.980,1.000,1.000,0.980,ATP2A2
chr12,+,110345248,110345382,68,0,1,0,0,0.986,1.000,1.000,0.986,ATP2A2
chr12,-,110395100,110395220,91,0,1,0,0,0.989,1.000,1.000,0.989,"RP11-478C19.2,ANAPC7"
chr12,+,110626361,110626492,110,0,1,0,0,0.991,1.000,1.000,0.991,TCTN1
chr12,-,110661163,110661448,53,0,2,0,0,0.964,1.000,1.000,0.964,HVCN1
chr12,-,111519878,111520076,14,0,1,0,0,0.933,1.000,1.000,0.933,ATXN2
chr12,+,111790433,111790562,116,0,1,0,0,0.991,1.000,1.000,0.991,"RP11-162P23.2,ALDH2"
chr12,+,111888884,111889000,14,0,4,0,0,0.778,1.000,1.000,0.778,MAPKAPK5
chr12,+,112140818,112141224,47,0,2,0,0,0.959,1.000,1.000,0.959,TRAFD1
chr12,+,112152426,112152499,26,0,1,0,0,0.963,1.000,1.000,0.963,TRAFD1
chr12,-,112264083,112264212,5,0,2,0,0,0.714,1.000,1.000,0.714,HECTD4
chr12,-,112319564,112319742,2,0,1,0,0,0.667,1.000,1.000,0.667,HECTD4
chr12,+,112967935,112968174,9,0,2,0,0,0.818,1.000,1.000,0.818,OAS3
chr12,-,113162931,113163045,33,0,1,0,0,0.971,1.000,1.000,0.971,DDX54
chr12,-,113179934,113180005,176,0,10,0,0,0.946,1.000,1.000,0.946,DDX54
chr12,-,113180928,113181058,186,0,2,0,0,0.989,1.000,1.000,0.989,DDX54
chr12,-,113207174,113208259,1,0,1,0,0,0.500,1.000,1.000,0.500,IQCD
chr12,-,113397164,113397392,5,0,1,0,0,0.833,1.000,1.000,0.833,SDS
chr12,-,117046776,117046838,33,0,10,0,0,0.767,1.000,1.000,0.767,TESC
chr12,-,117174650,117174797,31,0,1,0,0,0.969,1.000,1.000,0.969,FBXO21
chr12,+,118144585,118144636,2,0,1,0,0,0.667,1.000,1.000,0.667,onlyEST
chr12,-,118199050,118199257,17,0,2,0,0,0.895,1.000,1.000,0.895,TAOK3
chr12,-,120134532,120134726,43,0,1,0,0,0.977,1.000,1.000,0.977,GCN1
chr12,-,120145261,120145330,12,0,1,0,0,0.923,1.000,1.000,0.923,GCN1
chr12,-,120177683,120177752,6,0,1,0,0,0.857,1.000,1.000,0.857,GCN1
chr12,+,120206544,120206621,31,0,1,0,0,0.969,1.000,1.000,0.969,PXN-AS1
chr12,-,120224150,120224377,306,0,3,0,0,0.990,1.000,1.000,0.990,PXN
chr12,+,120303560,120304058,7,0,1,0,0,0.875,1.000,1.000,0.875,SIRT4
chr12,-,120465626,120465787,151,0,2,0,0,0.987,1.000,1.000,0.987,SRSF9
chr12,-,120503969,120504081,38,0,3,0,0,0.927,1.000,1.000,0.927,COQ5
chr12,-,120581114,120581257,45,0,2,0,0,0.957,1.000,1.000,0.957,POP5
chr12,+,120694823,120695000,33,0,3,0,0,0.917,1.000,1.000,0.917,MLEC
chr12,-,121011103,121011146,124,0,3,0,0,0.976,1.000,1.000,0.976,C12orf43
chr12,+,121228724,121228866,54,0,4,0,0,0.931,1.000,1.000,0.931,P2RX4
chr12,-,121430341,121430469,5,0,4,0,0,0.556,1.000,1.000,0.556,KDM2B
chr12,+,122054804,122054926,10,0,5,0,0,0.667,1.000,1.000,0.667,BCL7A
chr12,+,122129587,122129629,19,0,1,0,0,0.950,1.000,1.000,0.950,MLXIP
chr12,-,122340752,122341697,6,0,1,0,0,0.857,1.000,1.000,0.857,CLIP1
chr12,-,122360958,122361181,10,0,1,0,0,0.909,1.000,1.000,0.909,CLIP1
chr12,-,122521384,122521428,200,0,2,0,0,0.990,1.000,1.000,0.990,RSRC2
chr12,+,122768781,122768921,61,0,1,0,0,0.984,1.000,1.000,0.984,DENR
chr12,+,122848465,122848608,42,0,1,0,0,0.977,1.000,1.000,0.977,HIP1R
chr12,+,122849874,122849955,23,0,1,0,0,0.958,1.000,1.000,0.958,HIP1R
chr12,+,122858348,122858435,12,0,1,0,0,0.923,1.000,1.000,0.923,HIP1R
chr12,+,122981128,122981266,101,0,76,0,0,0.571,1.000,1.000,0.571,ARL6IP4
chr12,-,123218375,123218499,7,0,1,0,0,0.875,1.000,1.000,0.875,MPHOSPH9
chr12,+,123590341,123590449,244,0,1,0,0,0.996,1.000,1.000,0.996,TMED2
chr12,+,123615184,123615316,24,0,3,0,0,0.889,1.000,1.000,0.889,DDX55
chr12,+,123660165,123660266,1,0,1,0,0,0.500,1.000,1.000,0.500,onlyEST
chr12,-,124326190,124326370,42,0,2,0,0,0.955,1.000,1.000,0.955,NCOR2
chr12,-,124334423,124334617,24,0,1,0,0,0.960,1.000,1.000,0.960,NCOR2
chr12,-,124786356,124786503,59,0,3,0,0,0.952,1.000,1.000,0.952,SCARB1
chr12,-,124817549,124817707,170,0,1,0,0,0.994,1.000,1.000,0.994,SCARB1
chr12,+,125086329,125086443,42,0,1,0,0,0.977,1.000,1.000,0.977,AACS
chr12,-,126732342,126732407,5,0,2,0,0,0.714,1.000,1.000,0.714,LINC00944
chr12,-,126873325,126873504,5,0,2,0,0,0.714,1.000,1.000,0.714,RP11-983C2.2
chr12,-,127145645,127145834,1,0,1,0,0,0.500,1.000,1.000,0.500,RP11-575F12.2
chr12,-,128112704,128112844,2,0,1,0,0,0.667,1.000,1.000,0.667,RP13-653N12.1
chr12,+,130872835,130872920,1898,0,6,0,0,0.997,1.000,1.000,0.997,RAN
chr12,+,130875611,130875782,914,0,1,0,0,0.999,1.000,1.000,0.999,RAN
chr12,+,131714070,131714240,45,0,6,0,0,0.882,1.000,1.000,0.882,SFSWAP
chr12,+,131786462,131786588,24,0,1,0,0,0.960,1.000,1.000,0.960,SFSWAP
chr12,+,132125193,132125396,3,0,2,0,0,0.600,1.000,1.000,0.600,EP400NL
chr12,+,132572287,132572344,3,0,2,0,0,0.600,1.000,1.000,0.600,FBRSL1
chr12,+,132620444,132620583,12,0,1,0,0,0.923,1.000,1.000,0.923,P2RX2
chr12,+,132621254,132621345,11,0,2,0,0,0.846,1.000,1.000,0.846,P2RX2
chr12,-,132632663,132632795,67,0,1,0,0,0.985,1.000,1.000,0.985,POLE
chr12,-,132672626,132672839,20,0,2,0,0,0.909,1.000,1.000,0.909,POLE
chr12,-,132743153,132743276,26,0,4,0,0,0.867,1.000,1.000,0.867,ANKLE2
chr12,-,132775140,132775305,11,0,1,0,0,0.917,1.000,1.000,0.917,GOLGA3
chr12,-,132816539,132816812,6,0,2,0,0,0.750,1.000,1.000,0.750,GOLGA3
chr13,-,19772241,19772543,32,0,1,0,0,0.970,1.000,1.000,0.970,PSPC1
chr13,+,19959957,19960026,55,0,1,0,0,0.982,1.000,1.000,0.982,ZMYM2
chr13,+,19993062,19993564,5,0,1,0,0,0.833,1.000,1.000,0.833,ZMYM2
chr13,-,21375115,21376655,1,0,1,0,0,0.500,1.000,1.000,0.500,ZDHHC20
chr13,+,23250629,23250717,14,0,1,0,0,0.933,1.000,1.000,0.933,SGCG
chr13,+,24850340,24850443,8,0,1,0,0,0.889,1.000,1.000,0.889,RNF17
chr13,+,24862712,24862793,7,0,1,0,0,0.875,1.000,1.000,0.875,RNF17
chr13,-,26215473,26215592,4,0,1,0,0,0.800,1.000,1.000,0.800,RNF6
chr13,+,27253764,27253843,858,0,1,0,0,0.999,1.000,1.000,0.999,RPL21
chr13,+,27255241,27255354,2099,0,6,0,0,0.997,1.000,1.000,0.997,RPL21
chr13,+,27427091,27427192,229,0,16,0,0,0.935,1.000,1.000,0.935,GTF3A
chr13,+,28662409,28662507,285,0,1,0,0,0.997,1.000,1.000,0.997,POMP
chr13,+,31247022,31247099,18,0,1,0,0,0.947,1.000,1.000,0.947,B3GLCT
chr13,+,32316421,32316523,4,0,4,0,0,0.500,1.000,1.000,0.500,BRCA2
chr13,+,32394688,32394933,6,0,1,0,0,0.857,1.000,1.000,0.857,BRCA2
chr13,-,32403149,32403200,4,0,1,0,0,0.800,1.000,1.000,0.800,N4BP2L1
chr13,-,32527407,32527532,22,0,2,0,0,0.917,1.000,1.000,0.917,N4BP2L2
chr13,+,32659153,32659280,14,0,1,0,0,0.933,1.000,1.000,0.933,PDS5B
chr13,+,32764488,32764594,13,0,2,0,0,0.867,1.000,1.000,0.867,PDS5B
chr13,+,32770120,32770560,7,0,1,0,0,0.875,1.000,1.000,0.875,PDS5B
chr13,+,33055046,33055315,2,0,1,0,0,0.667,1.000,1.000,0.667,KL
chr13,+,35655578,35655749,13,0,1,0,0,0.929,1.000,1.000,0.929,NBEA
chr13,+,36437628,36437875,28,0,1,0,0,0.966,1.000,1.000,0.966,CCNA1
chr13,-,37639039,37639129,17,0,1,0,0,0.944,1.000,1.000,0.944,TRPC4
chr13,+,40799056,40799315,27,0,2,0,0,0.931,1.000,1.000,0.931,SLC25A15
chr13,-,40981982,40982282,126,0,1,0,0,0.992,1.000,1.000,0.992,ELF1
chr13,-,41263272,41263484,2,0,2,0,0,0.500,1.000,1.000,0.500,MTRF1
chr13,+,41316845,41316930,48,0,1,0,0,0.980,1.000,1.000,0.980,NAA16
chr13,+,41318805,41318910,43,0,1,0,0,0.977,1.000,1.000,0.977,NAA16
chr13,+,42198477,42198595,10,0,1,0,0,0.909,1.000,1.000,0.909,DGKH
chr13,-,42926335,42926429,29,0,1,0,0,0.967,1.000,1.000,0.967,EPSTI1
chr13,+,43085767,43085838,112,0,1,0,0,0.991,1.000,1.000,0.991,DNAJC15
chr13,+,43880951,43881547,3,0,1,0,0,0.750,1.000,1.000,0.750,LACC1
chr13,-,44434419,44434883,1,0,1,0,0,0.500,1.000,1.000,0.500,TSC22D1
chr13,+,45008794,45008879,54,0,3,0,0,0.947,1.000,1.000,0.947,GPALPP1
chr13,-,46144441,46144520,96,0,1,0,0,0.990,1.000,1.000,0.990,LCP1
chr13,-,46158521,46158651,436,0,1,0,0,0.998,1.000,1.000,0.998,LCP1
chr13,-,48086281,48086452,208,0,1,0,0,0.995,1.000,1.000,0.995,MED4
chr13,-,48511769,48511877,25,0,1,0,0,0.962,1.000,1.000,0.962,RCBTB2
chr13,+,49191014,49191120,22,0,1,0,0,0.957,1.000,1.000,0.957,FNDC3A
chr13,+,49476475,49477039,8,0,1,0,0,0.889,1.000,1.000,0.889,SETDB2
chr13,-,49997073,49997419,1,0,1,0,0,0.500,1.000,1.000,0.500,DLEU2
chr13,-,50027206,50027406,2,0,1,0,0,0.667,1.000,1.000,0.667,DLEU2
chr13,-,51773929,51774034,14,0,5,0,0,0.737,1.000,1.000,0.737,DHRS12
chr13,-,52143914,52143987,11,0,7,0,0,0.611,1.000,1.000,0.611,NEK3
chr13,+,52653045,52653103,112,0,1,0,0,0.991,1.000,1.000,0.991,SUGT1
chr13,+,53041909,53042122,16,0,2,0,0,0.889,1.000,1.000,0.889,OLFM4
chr13,+,77076815,77076933,2,0,1,0,0,0.667,1.000,1.000,0.667,MYCBP2-AS1
chr13,-,77095357,77095602,6,0,1,0,0,0.857,1.000,1.000,0.857,MYCBP2
chr13,-,77139195,77139336,15,0,1,0,0,0.938,1.000,1.000,0.938,MYCBP2
chr13,+,77744282,77744432,180,0,13,0,0,0.933,1.000,1.000,0.933,SLAIN1
chr13,+,78605300,78605444,7,0,1,0,0,0.875,1.000,1.000,0.875,RNF219-AS1
chr13,+,79539681,79539775,92,0,1,0,0,0.989,1.000,1.000,0.989,NDFIP2
chr13,+,95560131,95560293,68,0,2,0,0,0.971,1.000,1.000,0.971,CLDN10
chr13,+,95725177,95725252,53,0,3,0,0,0.946,1.000,1.000,0.946,DNAJC3
chr13,-,96992421,96992572,4,0,2,0,0,0.667,1.000,1.000,0.667,OXGR1
chr13,+,97985420,97985613,381,0,4,0,0,0.990,1.000,1.000,0.990,IPO5
chr13,+,98439106,98439196,52,0,1,0,0,0.981,1.000,1.000,0.981,FARP1
chr13,+,99520035,99520129,446,0,2,0,0,0.996,1.000,1.000,0.996,TM9SF2
